ID_reporte,fecha_reporte,ID_clima,id_producto,ID_finca,PH,Tipo_cafe,ubicacion,hectarias,Humedad,Temperatura,Fecha_clima
6929,5/12/2025,201,2,103,6.2,Arábica,Tolima,10,94,19.4,5/12/2025
1638,5/31/2025,202,3,101,6.2,Excelsa,Huila,20,76,18.3,5/31/2025
1048,5/31/2025,201,1,104,5,Arábica,Nariño,14,89,25.9,5/31/2025
3603,5/18/2025,203,4,103,5.9,Excelsa,Tolima,19,87,22.3,5/18/2025
2966,5/7/2025,204,2,102,5.7,Excelsa,Antioquia,20,91,25.3,5/7/2025
3169,5/23/2025,201,1,104,5.1,Liberica,Tolima,9,74,19.3,5/23/2025
6050,5/8/2025,202,2,105,6.4,Liberica,Tolima,18,75,22.2,5/8/2025
4335,5/25/2025,202,2,103,6.4,Excelsa,Antioquia,8,84,22.6,5/25/2025
4020,5/28/2025,204,4,102,5.4,Liberica,Caldas,10,73,24,5/28/2025
9765,5/30/2025,204,1,103,6.9,Robusta,Antioquia,5,72,21.3,5/30/2025
10177,5/24/2025,203,1,103,6.9,Robusta,Nariño,7,83,29,5/24/2025
2361,5/17/2025,203,1,105,5.5,Excelsa,Antioquia,7,80,29.4,5/17/2025
6799,5/20/2025,204,1,104,5.2,Excelsa,Tolima,7,95,19,5/20/2025
10401,5/6/2025,203,3,101,5.4,Excelsa,Tolima,8,71,20.4,5/6/2025
3252,5/21/2025,204,3,103,7,Excelsa,Caldas,18,78,19.2,5/21/2025
7028,5/5/2025,203,4,103,5.4,Liberica,Antioquia,18,74,24.3,5/5/2025
2176,5/30/2025,204,3,101,6.9,Liberica,Nariño,13,71,29.8,5/30/2025
9800,5/29/2025,203,1,101,6.3,Robusta,Caldas,19,61,21.1,5/29/2025
4280,5/22/2025,201,4,102,6.3,Liberica,Nariño,12,81,28.4,5/22/2025
3974,5/28/2025,201,4,104,5,Excelsa,Antioquia,13,69,25.9,5/28/2025
4397,5/21/2025,203,3,103,6.9,Arábica,Nariño,6,68,22.3,5/21/2025
7940,5/15/2025,203,4,101,6.9,Robusta,Nariño,9,60,18.3,5/15/2025
1966,5/15/2025,203,1,105,6.7,Robusta,Huila,17,71,29.7,5/15/2025
9575,5/3/2025,204,2,103,5.8,Excelsa,Huila,11,75,26,5/3/2025
1743,5/26/2025,203,3,104,5.9,Liberica,Nariño,17,95,25.5,5/26/2025
8515,5/3/2025,202,2,102,5.4,Excelsa,Tolima,9,91,22.3,5/3/2025
4315,5/9/2025,204,1,105,6.4,Robusta,Nariño,14,71,20.5,5/9/2025
5899,5/27/2025,202,2,104,5.5,Excelsa,Huila,10,94,19.9,5/27/2025
10341,5/22/2025,201,1,101,6.5,Liberica,Tolima,17,80,18.4,5/22/2025
5673,5/15/2025,201,2,101,5.8,Liberica,Huila,18,95,19.9,5/15/2025
9619,5/28/2025,203,4,105,6.7,Excelsa,Antioquia,9,78,25.5,5/28/2025
2218,5/24/2025,203,4,105,5.8,Liberica,Caldas,7,63,21.7,5/24/2025
5398,5/8/2025,203,3,104,6.7,Robusta,Tolima,9,63,24.2,5/8/2025
7081,5/14/2025,204,1,104,6.9,Robusta,Nariño,8,61,28.5,5/14/2025
3615,5/16/2025,204,3,103,6.4,Robusta,Caldas,6,78,28.6,5/16/2025
3621,5/6/2025,201,4,103,7,Robusta,Nariño,5,69,22.7,5/6/2025
9715,5/23/2025,203,4,101,7,Excelsa,Nariño,8,72,24,5/23/2025
4380,5/24/2025,203,3,104,6.8,Arábica,Nariño,16,74,25.2,5/24/2025
10858,5/13/2025,204,4,104,5.7,Arábica,Tolima,20,95,23.1,5/13/2025
6606,5/3/2025,201,2,102,5.5,Excelsa,Caldas,13,71,26.6,5/3/2025
10814,5/17/2025,204,4,102,5.4,Robusta,Antioquia,8,72,27.7,5/17/2025
9519,5/20/2025,204,3,104,6.4,Arábica,Tolima,8,91,21.6,5/20/2025
7851,5/30/2025,203,3,104,6.1,Excelsa,Caldas,11,80,23.5,5/30/2025
2517,5/28/2025,204,2,102,6.2,Excelsa,Caldas,13,75,23.2,5/28/2025
10086,5/7/2025,201,2,101,99.9,Robusta,Nariño,10,90,27.3,5/7/2025
9024,5/8/2025,203,2,102,5.1,Excelsa,Caldas,13,81,27,5/8/2025
3393,5/31/2025,204,4,105,6.4,Liberica,Nariño,12,79,20.5,5/31/2025
1587,5/10/2025,203,3,101,6.8,Excelsa,Caldas,16,95,28.7,5/10/2025
4520,5/20/2025,202,3,103,5.5,Liberica,Antioquia,19,77,28,5/20/2025
8654,5/10/2025,201,4,104,5.3,Desconocido,Huila,6,95,19.6,5/10/2025
9947,5/24/2025,201,4,101,6.4,Robusta,Tolima,16,92,27.8,5/24/2025
1851,5/2/2025,203,2,101,5.8,Desconocido,Huila,18,86,29.4,5/2/2025
7635,5/26/2025,204,3,101,5.3,Robusta,Nariño,6,73,19.9,5/26/2025
8494,5/22/2025,202,1,102,6.6,Robusta,Caldas,7,60,24.2,5/22/2025
3869,5/28/2025,202,2,103,5.3,Arábica,Huila,15,73,18.5,5/28/2025
5873,5/31/2025,204,4,105,5.5,Liberica,Tolima,6,61,19.1,5/31/2025
4551,5/4/2025,203,1,101,5.3,Desconocido,Caldas,11,62,27,5/4/2025
4843,5/13/2025,204,4,103,6,Liberica,Huila,14,95,25.2,5/13/2025
8263,5/27/2025,203,1,104,6.7,Robusta,Nariño,7,71,-5,5/27/2025
6825,5/30/2025,203,3,104,5.2,Arábica,Nariño,14,63,20.1,5/30/2025
1024,5/23/2025,201,3,103,6.8,Arábica,Tolima,6,63,23.4,5/23/2025
2454,5/13/2025,201,1,102,5.6,Liberica,Caldas,12,79,24.9,5/13/2025
3311,5/24/2025,203,1,102,6.8,Excelsa,Tolima,14,60,20.2,5/24/2025
10064,5/15/2025,203,4,105,5.5,Excelsa,Tolima,8,72,19.5,5/15/2025
10407,5/14/2025,204,1,101,5.2,Excelsa,Nariño,5,67,27.6,5/14/2025
6815,5/31/2025,203,1,105,5.8,Arábica,Antioquia,5,93,23.3,5/31/2025
6551,5/18/2025,201,2,105,6.3,Arábica,Tolima,16,95,29.3,5/18/2025
10309,5/21/2025,204,1,101,6.4,Robusta,Huila,5,83,28.3,5/21/2025
2619,5/23/2025,203,2,102,5.4,Arábica,Huila,14,91,24.4,5/23/2025
1790,5/17/2025,203,1,102,6.8,Liberica,Nariño,5,86,24.1,5/17/2025
9673,5/6/2025,203,4,105,6.4,Robusta,Caldas,6,91,25.6,5/6/2025
5476,5/23/2025,202,4,103,6.3,Liberica,Tolima,9,65,22.8,5/23/2025
6607,5/22/2025,201,1,102,6.5,Robusta,Caldas,10,89,29.2,5/22/2025
10313,5/7/2025,203,1,105,6.9,Arábica,Nariño,5,94,20.9,5/7/2025
7217,5/28/2025,202,1,104,6.8,Excelsa,Caldas,9,87,19.6,5/28/2025
3287,5/10/2025,201,2,101,6.5,Liberica,Antioquia,13,93,19.1,5/10/2025
10994,5/29/2025,204,2,105,5.5,Arábica,Nariño,8,65,19.5,5/29/2025
8579,5/2/2025,203,4,103,6.1,Liberica,Nariño,10,65,29.1,5/2/2025
2184,5/6/2025,204,4,105,5.5,Liberica,Tolima,10,91,20.6,5/6/2025
7002,5/12/2025,203,3,103,5,Robusta,Antioquia,17,79,28.1,5/12/2025
5123,5/28/2025,202,1,103,6.9,Arábica,Caldas,11,63,23.3,5/28/2025
6522,5/6/2025,201,1,104,5,Excelsa,Huila,17,73,26.9,5/6/2025
9361,5/16/2025,203,4,105,5.7,Arábica,Nariño,12,84,-5,5/16/2025
6873,5/30/2025,203,1,104,6.3,Liberica,Antioquia,7,91,29,5/30/2025
9613,5/11/2025,201,4,101,5.9,Arábica,Tolima,18,69,26,5/11/2025
8728,5/21/2025,202,4,104,6.2,Excelsa,Nariño,10,87,20.1,5/21/2025
6969,5/30/2025,202,1,102,6.9,Liberica,Tolima,14,69,27.6,5/30/2025
2181,5/13/2025,204,3,102,6.2,Liberica,Huila,13,73,24.9,5/13/2025
9763,5/8/2025,202,1,102,5.3,Liberica,Huila,8,73,23.3,5/8/2025
9236,5/22/2025,204,3,101,5.1,Robusta,Nariño,11,83,28.2,5/22/2025
9704,5/5/2025,202,3,102,6.6,Excelsa,Huila,6,74,25.2,5/5/2025
3821,5/25/2025,202,3,102,5.6,Excelsa,Tolima,7,66,27,5/25/2025
3261,5/9/2025,203,2,104,6.3,Robusta,Tolima,5,64,18.2,5/9/2025
3240,5/26/2025,203,3,103,5.5,Excelsa,Tolima,7,82,25.5,5/26/2025
7022,5/1/2025,201,2,103,5.1,Arábica,Huila,8,84,18.3,5/1/2025
1783,5/9/2025,203,3,104,5.1,Desconocido,Caldas,12,89,19.7,5/9/2025
1933,5/26/2025,204,4,102,5.6,Robusta,Tolima,18,64,25.2,5/26/2025
7203,5/3/2025,204,2,101,6.3,Robusta,Caldas,14,74,24.8,5/3/2025
7998,5/10/2025,203,2,103,7,Robusta,Antioquia,5,65,24.4,5/10/2025
2157,5/10/2025,203,4,103,6,Excelsa,Caldas,6,60,22.1,5/10/2025
9108,5/15/2025,204,4,105,5.9,Robusta,Antioquia,11,61,24.8,5/15/2025
6806,5/18/2025,201,2,102,6.4,Robusta,Antioquia,11,61,22.3,5/18/2025
5880,5/6/2025,204,3,103,6.3,Arábica,Nariño,20,60,21.7,5/6/2025
4310,5/30/2025,203,2,104,5.7,Robusta,Caldas,15,78,22.5,5/30/2025
9962,5/29/2025,204,4,103,5.9,Robusta,Huila,15,78,27.4,5/29/2025
2703,5/3/2025,203,4,103,5.1,Arábica,Nariño,6,85,24.8,5/3/2025
3493,5/14/2025,204,3,105,6.4,Robusta,Huila,5,63,19.6,5/14/2025
4707,5/16/2025,204,4,104,7,Excelsa,Huila,9,79,18.8,5/16/2025
9277,5/20/2025,204,1,102,5.6,Arábica,Caldas,13,84,26.4,5/20/2025
1287,5/1/2025,204,1,102,5.7,Arábica,Nariño,18,71,20.2,5/1/2025
2609,5/4/2025,201,3,102,6.9,Liberica,Tolima,5,63,24.6,5/4/2025
7632,5/21/2025,203,2,105,5.2,Liberica,Antioquia,10,91,21.4,5/21/2025
9279,5/11/2025,202,2,105,6.1,Desconocido,Nariño,20,81,18.2,5/11/2025
8316,5/23/2025,201,3,105,6.2,Liberica,Huila,10,76,19.5,5/23/2025
3253,5/10/2025,203,2,104,6.9,Robusta,Nariño,7,75,27.1,5/10/2025
2892,5/28/2025,204,4,103,6.9,Arábica,Nariño,13,83,25.6,5/28/2025
6063,5/13/2025,201,1,102,5.3,Robusta,Nariño,15,85,25.3,5/13/2025
7121,5/21/2025,201,4,102,6.1,Robusta,Caldas,13,64,25.6,5/21/2025
1564,5/16/2025,202,2,101,5.3,Arábica,Nariño,17,76,22.5,5/16/2025
1292,5/26/2025,201,3,105,5.3,Arábica,Nariño,16,86,28.9,5/26/2025
5717,5/5/2025,203,4,104,6.1,Liberica,Caldas,19,83,21.8,5/5/2025
8709,5/7/2025,202,3,103,7,Liberica,Nariño,8,80,21.1,5/7/2025
7350,5/6/2025,201,1,102,5,Excelsa,Tolima,6,83,23.2,5/6/2025
5639,5/19/2025,204,2,102,6.8,Robusta,Huila,20,90,27.7,5/19/2025
8078,5/19/2025,201,1,101,5.7,Arábica,Huila,5,65,24.7,5/19/2025
4356,5/25/2025,203,4,104,6.3,Arábica,Caldas,10,67,28.8,5/25/2025
9280,5/7/2025,204,3,101,5.9,Excelsa,Huila,7,94,29.3,5/7/2025
1316,5/12/2025,204,4,105,5.4,Liberica,Nariño,19,76,27.6,5/12/2025
7729,5/22/2025,201,2,103,6.6,Arábica,Caldas,14,90,24.1,5/22/2025
10496,5/25/2025,202,2,103,6.7,Excelsa,Tolima,5,73,23.1,5/25/2025
5068,5/30/2025,202,1,102,5.4,Liberica,Caldas,13,77,23.7,5/30/2025
1246,5/29/2025,201,1,101,5.8,Liberica,Nariño,10,79,19.7,5/29/2025
1253,5/6/2025,203,2,101,6.4,Liberica,Nariño,8,81,22.4,5/6/2025
2112,5/18/2025,204,3,102,6.9,Liberica,Huila,5,67,25.9,5/18/2025
5802,5/3/2025,204,1,102,6.3,Arábica,Nariño,12,69,27,5/3/2025
2714,5/19/2025,203,3,101,5.4,Robusta,Antioquia,17,65,23.6,5/19/2025
1051,5/24/2025,203,1,101,6.1,Arábica,Huila,16,82,27.8,5/24/2025
2836,5/8/2025,201,3,102,6.5,Robusta,Tolima,18,70,28.7,5/8/2025
8897,5/21/2025,201,4,104,6.2,Robusta,Caldas,10,66,27.2,5/21/2025
4384,5/27/2025,203,3,103,6.4,Robusta,Tolima,6,91,24.8,5/27/2025
7411,5/1/2025,203,1,102,6.2,Arábica,Huila,12,64,28.8,5/1/2025
5314,5/16/2025,202,3,101,5.8,Robusta,Tolima,19,68,24,5/16/2025
2255,5/20/2025,201,1,103,5.3,Excelsa,Huila,11,66,27.3,5/20/2025
9882,5/28/2025,201,3,105,5.6,Robusta,Antioquia,16,74,25.5,5/28/2025
6852,5/3/2025,203,2,105,6.1,Liberica,Huila,6,71,19.8,5/3/2025
6703,5/12/2025,204,4,102,5.7,Arábica,Huila,14,86,26.5,5/12/2025
9104,5/7/2025,203,4,101,5.1,Liberica,Nariño,10,72,25.6,5/7/2025
3099,5/13/2025,202,4,104,5.6,Robusta,Caldas,18,86,23.7,5/13/2025
6129,5/22/2025,204,4,105,5.6,Excelsa,Huila,6,72,23,5/22/2025
1249,5/6/2025,204,4,102,6.2,Arábica,Tolima,19,75,29.4,5/6/2025
7562,5/30/2025,202,1,101,6.1,Arábica,Nariño,20,75,23.6,5/30/2025
2340,5/4/2025,204,3,103,5,Desconocido,Huila,11,73,22.6,5/4/2025
8018,5/4/2025,202,4,103,5.6,Robusta,Caldas,5,71,23.3,5/4/2025
3111,5/20/2025,201,4,104,6.6,Liberica,Huila,5,74,18.2,5/20/2025
2570,5/13/2025,203,3,101,5.7,Excelsa,Antioquia,10,75,22.6,5/13/2025
2727,5/26/2025,204,4,103,6.8,Excelsa,Tolima,8,64,23.9,5/26/2025
9385,5/12/2025,203,3,103,5,Robusta,Caldas,11,69,20.2,5/12/2025
7941,5/25/2025,201,1,102,5.3,Liberica,Huila,8,87,21.8,5/25/2025
5396,5/4/2025,201,1,105,5.7,Liberica,Tolima,11,91,27.2,5/4/2025
4046,5/17/2025,204,2,105,6.8,Liberica,Tolima,18,61,26.4,5/17/2025
6504,5/19/2025,204,1,102,5.9,Liberica,Antioquia,19,66,22.2,5/19/2025
4704,5/2/2025,204,3,103,99.9,Arábica,Tolima,5,78,20.5,5/2/2025
9192,5/10/2025,204,1,103,99.9,Arábica,Antioquia,12,73,20.1,5/10/2025
6332,5/16/2025,202,1,101,6.2,Excelsa,Huila,11,61,28.8,5/16/2025
10809,5/26/2025,203,2,101,5.7,Excelsa,Huila,12,73,19.2,5/26/2025
1448,5/20/2025,203,4,103,99.9,Arábica,Antioquia,5,74,25.7,5/20/2025
8895,5/8/2025,204,1,103,5.3,Liberica,Caldas,10,80,28.7,5/8/2025
9729,5/4/2025,204,2,102,6.6,Robusta,Tolima,14,82,22,5/4/2025
2769,5/28/2025,204,1,101,5.2,Liberica,Antioquia,16,61,29.5,5/28/2025
7809,5/13/2025,203,2,103,99.9,Robusta,Nariño,15,80,25.1,5/13/2025
5705,5/17/2025,203,1,101,5.4,Robusta,Huila,20,71,28.4,5/17/2025
4870,5/20/2025,203,1,101,5.8,Robusta,Nariño,7,65,25.4,5/20/2025
2656,5/24/2025,201,2,101,6.9,Robusta,Antioquia,6,81,25.9,5/24/2025
4188,5/31/2025,203,2,104,5.9,Liberica,Caldas,7,92,29.8,5/31/2025
1684,5/1/2025,202,3,102,5.6,Robusta,Antioquia,9,83,25.9,5/1/2025
5171,5/12/2025,201,4,105,5.5,Robusta,Antioquia,17,80,18.5,5/12/2025
5478,5/30/2025,201,1,101,6.6,Liberica,Tolima,7,65,29.9,5/30/2025
1462,5/25/2025,202,3,103,6.2,Excelsa,Antioquia,10,84,25.6,5/25/2025
6765,5/6/2025,202,3,101,5.8,Excelsa,Nariño,16,79,29.8,5/6/2025
8523,5/1/2025,202,4,102,5.2,Liberica,Tolima,9,64,20.2,5/1/2025
10710,5/10/2025,202,1,105,6.2,Liberica,Tolima,15,82,20.3,5/10/2025
1319,5/19/2025,204,4,102,6.8,Desconocido,Antioquia,15,67,20.2,5/19/2025
2146,5/6/2025,204,3,103,5.6,Liberica,Huila,10,76,26.3,5/6/2025
6095,5/14/2025,204,2,102,5.7,Robusta,Antioquia,7,73,27.1,5/14/2025
2394,5/7/2025,201,4,103,6.1,Robusta,Tolima,14,90,26.3,5/7/2025
7624,5/31/2025,203,3,102,5.1,Robusta,Antioquia,14,75,23.6,5/31/2025
2502,5/24/2025,203,2,101,5.4,Robusta,Antioquia,7,66,24.8,5/24/2025
7409,5/18/2025,203,2,102,6.5,Liberica,Huila,9,84,26.7,5/18/2025
1377,5/22/2025,203,2,102,5.7,Robusta,Antioquia,14,83,21.9,5/22/2025
1411,5/4/2025,203,2,103,99.9,Robusta,Nariño,19,66,20.9,5/4/2025
2661,5/7/2025,201,3,105,6.3,Arábica,Tolima,13,82,22.6,5/7/2025
4152,5/15/2025,202,4,101,5.6,Arábica,Caldas,6,68,20.1,5/15/2025
2624,5/25/2025,202,4,105,5.1,Robusta,Tolima,6,67,19.7,5/25/2025
6610,5/15/2025,202,4,104,5.8,Excelsa,Tolima,7,92,28.5,5/15/2025
9533,5/29/2025,203,1,101,5.5,Excelsa,Antioquia,9,60,24.7,5/29/2025
6803,5/21/2025,201,1,102,6.5,Liberica,Tolima,8,77,21.1,5/21/2025
6307,5/6/2025,201,2,103,6.4,Liberica,Caldas,18,76,22,5/6/2025
9898,5/31/2025,202,4,105,7,Arábica,Antioquia,17,64,20.5,5/31/2025
8489,5/8/2025,201,3,101,6.8,Liberica,Nariño,13,75,26.7,5/8/2025
10616,5/28/2025,204,2,102,6.1,Excelsa,Antioquia,16,72,24.5,5/28/2025
10218,5/21/2025,203,2,104,6.4,Arábica,Tolima,7,92,23.3,5/21/2025
2673,5/18/2025,203,3,105,5.8,Excelsa,Tolima,8,70,23,5/18/2025
3359,5/12/2025,204,1,102,6.3,Excelsa,Caldas,17,92,24,5/12/2025
9468,5/15/2025,203,4,102,5.4,Excelsa,Antioquia,16,79,18.1,5/15/2025
1275,5/17/2025,202,4,102,5.1,Liberica,Huila,12,80,22,5/17/2025
3474,5/4/2025,203,1,105,6.3,Liberica,Antioquia,18,95,20,5/4/2025
6490,5/8/2025,202,4,101,5.5,Excelsa,Tolima,18,61,25.5,5/8/2025
5772,5/6/2025,201,3,104,6.9,Liberica,Tolima,17,64,20.5,5/6/2025
3108,5/8/2025,204,2,104,6.9,Arábica,Tolima,14,67,22.5,5/8/2025
8501,5/11/2025,201,4,102,5.5,Arábica,Tolima,12,76,-5,5/11/2025
5415,5/23/2025,201,1,103,6.1,Liberica,Huila,6,94,19.3,5/23/2025
9139,5/14/2025,202,3,103,6,Liberica,Antioquia,18,77,26.1,5/14/2025
9661,5/3/2025,202,4,103,6.8,Robusta,Huila,6,71,28.4,5/3/2025
9240,5/30/2025,204,4,102,5.1,Arábica,Huila,5,80,23.6,5/30/2025
3418,5/8/2025,203,1,104,5,Liberica,Caldas,10,87,24.9,5/8/2025
9772,5/2/2025,203,2,103,5.8,Liberica,Antioquia,9,90,20.8,5/2/2025
3237,5/12/2025,202,2,103,5.4,Robusta,Huila,5,66,24.3,5/12/2025
4768,5/29/2025,203,2,105,6.3,Arábica,Caldas,19,64,23.8,5/29/2025
10792,5/19/2025,202,3,105,5.2,Liberica,Nariño,15,92,26.2,5/19/2025
10990,5/26/2025,201,2,105,6.7,Arábica,Nariño,18,78,22.1,5/26/2025
10966,5/10/2025,201,4,101,5.4,Liberica,Nariño,12,73,21.8,5/10/2025
8324,5/14/2025,202,2,104,6,Arábica,Huila,6,70,25.7,5/14/2025
2384,5/9/2025,201,2,105,5.7,Excelsa,Tolima,8,75,29.8,5/9/2025
4102,5/29/2025,203,1,104,5.4,Arábica,Nariño,7,62,26.3,5/29/2025
7686,5/4/2025,201,1,105,6.3,Excelsa,Huila,19,86,23.2,5/4/2025
2942,5/19/2025,203,3,104,5.1,Arábica,Antioquia,6,95,18.3,5/19/2025
5897,5/25/2025,203,1,105,5.3,Robusta,Huila,9,64,27.8,5/25/2025
5783,5/5/2025,202,4,103,6.2,Robusta,Antioquia,6,79,20.7,5/5/2025
2958,5/13/2025,203,1,101,6,Liberica,Tolima,19,69,27.3,5/13/2025
10172,5/12/2025,203,4,101,6.4,Arábica,Tolima,20,76,26,5/12/2025
10746,5/22/2025,204,4,101,5.9,Liberica,Huila,16,81,18.5,5/22/2025
8333,5/5/2025,201,3,105,5.4,Robusta,Caldas,8,69,29.9,5/5/2025
8950,5/6/2025,202,2,103,5.6,Arábica,Caldas,9,92,28.3,5/6/2025
4018,5/1/2025,201,2,102,5.5,Excelsa,Antioquia,11,84,29.1,5/1/2025
7747,5/13/2025,203,4,101,6.1,Arábica,Caldas,15,77,18,5/13/2025
4935,5/7/2025,204,3,105,5.3,Excelsa,Nariño,13,90,19.2,5/7/2025
2200,5/6/2025,204,4,101,6,Excelsa,Caldas,15,60,26.3,5/6/2025
6029,5/30/2025,203,4,102,6.5,Arábica,Antioquia,13,66,20.5,5/30/2025
10785,5/9/2025,201,3,101,5.3,Robusta,Antioquia,13,68,28.3,5/9/2025
5650,5/2/2025,202,2,105,6.1,Liberica,Antioquia,14,74,20.6,5/2/2025
6333,5/14/2025,202,3,101,5.5,Robusta,Tolima,12,69,20.8,5/14/2025
2077,5/30/2025,203,4,102,6,Excelsa,Caldas,9,92,22.8,5/30/2025
7769,5/20/2025,203,2,103,5,Robusta,Huila,15,92,22.3,5/20/2025
10411,5/31/2025,202,1,104,6.9,Excelsa,Caldas,18,79,28.9,5/31/2025
2672,5/20/2025,204,1,103,6,Liberica,Antioquia,18,83,18.1,5/20/2025
10187,5/24/2025,202,4,104,6.2,Arábica,Antioquia,17,67,25.4,5/24/2025
9840,5/11/2025,202,2,101,5.4,Arábica,Antioquia,15,70,26.6,5/11/2025
6759,5/24/2025,201,1,101,6.3,Robusta,Tolima,10,82,23.8,5/24/2025
7298,5/21/2025,203,2,103,5.9,Desconocido,Caldas,12,77,28.2,5/21/2025
3479,5/27/2025,201,3,103,6.3,Liberica,Huila,15,83,25.3,5/27/2025
6494,5/18/2025,204,4,101,6.8,Excelsa,Caldas,6,64,20.8,5/18/2025
4915,5/29/2025,204,3,104,5.5,Arábica,Antioquia,6,89,23.1,5/29/2025
3139,5/26/2025,203,4,103,5.4,Liberica,Huila,7,85,18.9,5/26/2025
6455,5/17/2025,202,1,101,6.3,Excelsa,Tolima,13,88,23.6,5/17/2025
6380,5/3/2025,201,1,102,6.4,Arábica,Tolima,16,62,19,5/3/2025
9986,5/9/2025,201,4,104,6,Arábica,Huila,20,85,26.9,5/9/2025
5024,5/26/2025,204,3,105,5.5,Liberica,Nariño,6,92,28.6,5/26/2025
3456,5/1/2025,201,3,105,5.7,Arábica,Caldas,13,77,19.9,5/1/2025
2370,5/10/2025,202,3,103,6.6,Arábica,Huila,13,64,24.3,5/10/2025
7689,5/27/2025,201,1,102,5.4,Excelsa,Antioquia,15,90,23,5/27/2025
8457,5/1/2025,203,1,105,6.7,Arábica,Caldas,16,89,28.7,5/1/2025
10975,5/30/2025,204,4,103,5.5,Arábica,Tolima,19,65,28.9,5/30/2025
2902,5/17/2025,202,2,101,6.5,Liberica,Nariño,20,91,26.7,5/17/2025
5872,5/8/2025,204,2,103,6.7,Arábica,Antioquia,14,84,22.5,5/8/2025
5711,5/3/2025,204,3,104,6,Excelsa,Antioquia,13,67,23.1,5/3/2025
8887,5/14/2025,203,2,101,6.3,Excelsa,Nariño,7,70,19.4,5/14/2025
2794,5/21/2025,204,1,104,6.7,Robusta,Caldas,5,63,29.3,5/21/2025
3875,5/3/2025,202,2,103,5.8,Arábica,Nariño,17,80,23.8,5/3/2025
7218,5/6/2025,202,1,105,6.8,Robusta,Tolima,9,64,21.4,5/6/2025
3246,5/16/2025,204,1,102,7,Robusta,Caldas,9,92,27.7,5/16/2025
2742,5/2/2025,202,3,102,5.1,Arábica,Tolima,5,64,20,5/2/2025
2021,5/28/2025,201,1,104,6,Arábica,Tolima,16,66,19.5,5/28/2025
5295,5/3/2025,204,3,103,5.3,Liberica,Antioquia,8,60,19.7,5/3/2025
6577,5/1/2025,202,2,105,6.6,Robusta,Huila,13,90,22.3,5/1/2025
8167,5/13/2025,203,4,101,5.4,Liberica,Caldas,12,68,29.8,5/13/2025
1909,5/3/2025,202,4,103,6.3,Robusta,Caldas,19,63,21.1,5/3/2025
6194,5/24/2025,202,1,102,5.1,Desconocido,Nariño,14,63,19.8,5/24/2025
4078,5/30/2025,201,4,105,5.5,Robusta,Huila,19,61,24.1,5/30/2025
10367,5/5/2025,201,3,102,5.6,Arábica,Antioquia,15,86,28.4,5/5/2025
1595,5/11/2025,204,3,105,6.6,Arábica,Tolima,20,62,22.9,5/11/2025
6305,5/28/2025,201,4,101,5.2,Arábica,Huila,14,91,25.5,5/28/2025
1441,5/17/2025,202,4,104,5.7,Liberica,Huila,12,81,27.3,5/17/2025
8607,5/16/2025,201,1,105,5,Robusta,Antioquia,18,74,26.4,5/16/2025
5093,5/20/2025,204,3,102,5.6,Arábica,Huila,7,84,22.6,5/20/2025
1011,5/25/2025,203,1,103,5.5,Liberica,Tolima,6,90,24.2,5/25/2025
4777,5/19/2025,204,3,104,6.6,Liberica,Antioquia,8,84,21.6,5/19/2025
10000,5/24/2025,201,1,103,6.5,Arábica,Antioquia,15,88,25.5,5/24/2025
4709,5/19/2025,204,3,102,6,Excelsa,Caldas,13,82,30,5/19/2025
4781,5/24/2025,201,4,101,5.3,Robusta,Caldas,13,91,18.8,5/24/2025
1094,5/6/2025,201,1,102,6.7,Excelsa,Tolima,11,81,27,5/6/2025
10240,5/2/2025,202,2,104,6.4,Arábica,Caldas,14,75,23.2,5/2/2025
6786,5/22/2025,204,4,102,5.2,Excelsa,Huila,5,95,19.9,5/22/2025
5871,5/14/2025,202,4,104,5.4,Excelsa,Antioquia,11,85,29.2,5/14/2025
5803,5/1/2025,201,1,103,6,Arábica,Huila,18,88,22.4,5/1/2025
5868,5/7/2025,203,4,104,6.1,Arábica,Tolima,10,62,24.6,5/7/2025
1293,5/29/2025,203,1,104,5.3,Liberica,Caldas,18,95,26,5/29/2025
8406,5/13/2025,202,4,102,5,Excelsa,Caldas,8,94,19.2,5/13/2025
6596,5/5/2025,202,4,102,5.1,Liberica,Nariño,14,72,26.9,5/5/2025
7455,5/15/2025,203,3,101,5.5,Excelsa,Tolima,10,87,27.1,5/15/2025
3543,5/16/2025,203,2,101,5.4,Liberica,Nariño,20,70,20.2,5/16/2025
2878,5/2/2025,203,2,101,6.7,Robusta,Caldas,9,67,21.3,5/2/2025
2982,5/24/2025,202,4,104,6,Arábica,Nariño,7,60,20.6,5/24/2025
10730,5/16/2025,202,4,103,5.8,Robusta,Huila,20,68,20.6,5/16/2025
10609,5/4/2025,202,2,101,6.8,Robusta,Huila,6,79,22.8,5/4/2025
3686,5/21/2025,202,2,103,6.4,Robusta,Nariño,18,82,21.5,5/21/2025
9931,5/17/2025,202,2,105,5.7,Excelsa,Caldas,5,82,22.1,5/17/2025
4459,5/1/2025,204,4,101,6,Liberica,Huila,19,93,20.9,5/1/2025
5542,5/22/2025,202,1,102,6,Robusta,Antioquia,8,78,26.8,5/22/2025
3179,5/23/2025,201,1,101,6.5,Liberica,Nariño,7,70,20.5,5/23/2025
5451,5/22/2025,201,1,101,5.2,Robusta,Nariño,18,63,29.2,5/22/2025
